580	2
572	2
564	2
556	2
548	2
540	2
532	2
524	1
532	2
529	2
526	2
523	2
520	1
523	2
520	1
523	2
520	1
523	1
524	2
523	2
522	1
523	2
522	2
521	1
522	2
521	1
522	2
521	1
522	2
521	2
520	1


480	1
488	1
496	1
504	1
512	1
520	1
528	2
520	1
523	2
520	1
523	2
520	1
523	1
526	1
529	2
526	2
525	2
524	1
525	2
524	1
525	2
524	2
523	1
524	2

